kind,item_id,ref_id,stratum,memory_type,query,target,answer,contexts,verifier_hint,verdict,used
claim,JCAL-045,c3,regular,procedural,第 2 周的时候我有什么偏好记录？,关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。,"根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。

关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。具体来说：
- 空域 RT2 的同时段容量为 1 架次
- 空域 SAB 的同时段容量为 2 架次

这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。","[1] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[3] rule:1.3.0:06 :: 约束6·资源有效性与容量（R0，预筛 + Cumulative）：机号须在册且机型适配该课目；**同一空域同时存在的飞机架数不可超过该空域的 同时段容量**。
[4] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次",有出处,,
claim,JCAL-045,c5,regular,procedural,第 2 周的时候我有什么偏好记录？,- 空域 RT2 的同时段容量为 1 架次,"根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。

关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。具体来说：
- 空域 RT2 的同时段容量为 1 架次
- 空域 SAB 的同时段容量为 2 架次

这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。","[1] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[3] rule:1.3.0:06 :: 约束6·资源有效性与容量（R0，预筛 + Cumulative）：机号须在册且机型适配该课目；**同一空域同时存在的飞机架数不可超过该空域的 同时段容量**。
[4] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次",有出处,,
claim,JCAL-045,c6,regular,procedural,第 2 周的时候我有什么偏好记录？,- 空域 SAB 的同时段容量为 2 架次,"根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。

关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。具体来说：
- 空域 RT2 的同时段容量为 1 架次
- 空域 SAB 的同时段容量为 2 架次

这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。","[1] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[3] rule:1.3.0:06 :: 约束6·资源有效性与容量（R0，预筛 + Cumulative）：机号须在册且机型适配该课目；**同一空域同时存在的飞机架数不可超过该空域的 同时段容量**。
[4] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次",有出处,,
claim,JCAL-045,c7,regular,procedural,第 2 周的时候我有什么偏好记录？,这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。,"根据已有的记录，第 1 周的方案由张主任批准，并且采用了 Tier 0 松弛档，欠账项为 0。这意味着在第 1 周时，安排是严格按照松弛档 Tier 0 进行的，没有遗留问题。

关于资源有效性与容量方面，同一空域同时存在的飞机架数不可超过该空域的 同时段容量。具体来说：
- 空域 RT2 的同时段容量为 1 架次
- 空域 SAB 的同时段容量为 2 架次

这些信息可以作为第 2 周安排时参考的基础，确保资源的有效利用和容量的合规性。","[1] epi:epi_4094f1cd74df2960adcba4dc :: 第 1 周方案由张主任批准，松弛档 Tier 0
[2] epi:epi_2f0c9addd6751e1ba3cf40e7 :: 第 1 周选用 Tier 0 松弛，欠账 0 项
[3] rule:1.3.0:06 :: 约束6·资源有效性与容量（R0，预筛 + Cumulative）：机号须在册且机型适配该课目；**同一空域同时存在的飞机架数不可超过该空域的 同时段容量**。
[4] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次",有出处,,
claim,JCAL-046,c2,regular,procedural,我偏好的每日架次上限是多少？,单人单日的架次数和单机单日的架次数不得超过设定的上限。,"根据规则，您偏好的每日架次上限如下：

单人单日的架次数和单机单日的架次数不得超过设定的上限。具体数值需要参照具体的规章制度来确定。

此外，还有以下相关限制：
- 每日飞行时长也有一个上限。
- 单人单周内的总架次数也有限制。
- 同一跑道在任意 20 分钟滑动窗口内起飞次数不得超过 2 次，并且任意两架次起飞时刻间隔不少于 7 分钟。","[1] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[2] rule:1.3.0:10 :: 约束10·每日飞行时长上限（R1，线性）：单人单日飞行时长不得超过上限。
[3] rule:1.3.0:11 :: 约束11·每周架次上限（R1，线性）：单人单周架次数不得超过上限。
[4] rule:1.3.0:09 :: 约束9·起降密度限制（R0，Cumulative）：**同一跑道**任意 20 分钟滑动窗口内起飞次数不得超过 2 次； 任意两架次起飞时刻间隔不少于 7 分钟。
[5] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条",有出处,,
claim,JCAL-046,c3,regular,procedural,我偏好的每日架次上限是多少？,具体数值需要参照具体的规章制度来确定。,"根据规则，您偏好的每日架次上限如下：

单人单日的架次数和单机单日的架次数不得超过设定的上限。具体数值需要参照具体的规章制度来确定。

此外，还有以下相关限制：
- 每日飞行时长也有一个上限。
- 单人单周内的总架次数也有限制。
- 同一跑道在任意 20 分钟滑动窗口内起飞次数不得超过 2 次，并且任意两架次起飞时刻间隔不少于 7 分钟。","[1] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[2] rule:1.3.0:10 :: 约束10·每日飞行时长上限（R1，线性）：单人单日飞行时长不得超过上限。
[3] rule:1.3.0:11 :: 约束11·每周架次上限（R1，线性）：单人单周架次数不得超过上限。
[4] rule:1.3.0:09 :: 约束9·起降密度限制（R0，Cumulative）：**同一跑道**任意 20 分钟滑动窗口内起飞次数不得超过 2 次； 任意两架次起飞时刻间隔不少于 7 分钟。
[5] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条",有出处,,
claim,JCAL-046,c5,regular,procedural,我偏好的每日架次上限是多少？,- 每日飞行时长也有一个上限。,"根据规则，您偏好的每日架次上限如下：

单人单日的架次数和单机单日的架次数不得超过设定的上限。具体数值需要参照具体的规章制度来确定。

此外，还有以下相关限制：
- 每日飞行时长也有一个上限。
- 单人单周内的总架次数也有限制。
- 同一跑道在任意 20 分钟滑动窗口内起飞次数不得超过 2 次，并且任意两架次起飞时刻间隔不少于 7 分钟。","[1] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[2] rule:1.3.0:10 :: 约束10·每日飞行时长上限（R1，线性）：单人单日飞行时长不得超过上限。
[3] rule:1.3.0:11 :: 约束11·每周架次上限（R1，线性）：单人单周架次数不得超过上限。
[4] rule:1.3.0:09 :: 约束9·起降密度限制（R0，Cumulative）：**同一跑道**任意 20 分钟滑动窗口内起飞次数不得超过 2 次； 任意两架次起飞时刻间隔不少于 7 分钟。
[5] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条",有出处,,
claim,JCAL-046,c6,regular,procedural,我偏好的每日架次上限是多少？,- 单人单周内的总架次数也有限制。,"根据规则，您偏好的每日架次上限如下：

单人单日的架次数和单机单日的架次数不得超过设定的上限。具体数值需要参照具体的规章制度来确定。

此外，还有以下相关限制：
- 每日飞行时长也有一个上限。
- 单人单周内的总架次数也有限制。
- 同一跑道在任意 20 分钟滑动窗口内起飞次数不得超过 2 次，并且任意两架次起飞时刻间隔不少于 7 分钟。","[1] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[2] rule:1.3.0:10 :: 约束10·每日飞行时长上限（R1，线性）：单人单日飞行时长不得超过上限。
[3] rule:1.3.0:11 :: 约束11·每周架次上限（R1，线性）：单人单周架次数不得超过上限。
[4] rule:1.3.0:09 :: 约束9·起降密度限制（R0，Cumulative）：**同一跑道**任意 20 分钟滑动窗口内起飞次数不得超过 2 次； 任意两架次起飞时刻间隔不少于 7 分钟。
[5] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条",有出处,,
claim,JCAL-046,c7,regular,procedural,我偏好的每日架次上限是多少？,- 同一跑道在任意 20 分钟滑动窗口内起飞次数不得超过 2 次，并且任意两架次起飞时刻间隔不少于 7 分钟。,"根据规则，您偏好的每日架次上限如下：

单人单日的架次数和单机单日的架次数不得超过设定的上限。具体数值需要参照具体的规章制度来确定。

此外，还有以下相关限制：
- 每日飞行时长也有一个上限。
- 单人单周内的总架次数也有限制。
- 同一跑道在任意 20 分钟滑动窗口内起飞次数不得超过 2 次，并且任意两架次起飞时刻间隔不少于 7 分钟。","[1] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[2] rule:1.3.0:10 :: 约束10·每日飞行时长上限（R1，线性）：单人单日飞行时长不得超过上限。
[3] rule:1.3.0:11 :: 约束11·每周架次上限（R1，线性）：单人单周架次数不得超过上限。
[4] rule:1.3.0:09 :: 约束9·起降密度限制（R0，Cumulative）：**同一跑道**任意 20 分钟滑动窗口内起飞次数不得超过 2 次； 任意两架次起飞时刻间隔不少于 7 分钟。
[5] epi:epi_f59756792f31dd505f31cc30 :: 第 3 周排班会话：共 15 架次（10 带飞 / 5 单飞），阻塞项 6 条",有出处,,
claim,JCAL-047,c1,regular,procedural,我偏好的目标函数三项权重是多少？,根据检索到的相关内容，没有直接提到目标函数三项权重的具体数值。,"根据检索到的相关内容，没有直接提到目标函数三项权重的具体数值。因此无法从这些信息中得出您偏好的目标函数三项权重是多少。

不过，可以确认的是：
- 第 3 周选用 Tier 0 松弛，欠账为零。
- 用户在第 18 周和第 2 周分别提出了类似的修订意见：何超少排一次、间隔拉开一点、IFR 那门课先停。

这些信息并未涉及目标函数权重的具体数值。","[1] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项
[2] rule:1.3.0:14 :: 约束14·任务唯一性（R0，线性 + 去重）：同一人员与同一课目子任务的组合，在满足频率要求后不得重复安排。
[3] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[4] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停
[5] epi:epi_6ab6410bfa90ad13e6ccb11c :: 第 2 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-047,c2,regular,procedural,我偏好的目标函数三项权重是多少？,因此无法从这些信息中得出您偏好的目标函数三项权重是多少。,"根据检索到的相关内容，没有直接提到目标函数三项权重的具体数值。因此无法从这些信息中得出您偏好的目标函数三项权重是多少。

不过，可以确认的是：
- 第 3 周选用 Tier 0 松弛，欠账为零。
- 用户在第 18 周和第 2 周分别提出了类似的修订意见：何超少排一次、间隔拉开一点、IFR 那门课先停。

这些信息并未涉及目标函数权重的具体数值。","[1] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项
[2] rule:1.3.0:14 :: 约束14·任务唯一性（R0，线性 + 去重）：同一人员与同一课目子任务的组合，在满足频率要求后不得重复安排。
[3] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[4] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停
[5] epi:epi_6ab6410bfa90ad13e6ccb11c :: 第 2 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-047,c4,regular,procedural,我偏好的目标函数三项权重是多少？,- 第 3 周选用 Tier 0 松弛，欠账为零。,"根据检索到的相关内容，没有直接提到目标函数三项权重的具体数值。因此无法从这些信息中得出您偏好的目标函数三项权重是多少。

不过，可以确认的是：
- 第 3 周选用 Tier 0 松弛，欠账为零。
- 用户在第 18 周和第 2 周分别提出了类似的修订意见：何超少排一次、间隔拉开一点、IFR 那门课先停。

这些信息并未涉及目标函数权重的具体数值。","[1] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项
[2] rule:1.3.0:14 :: 约束14·任务唯一性（R0，线性 + 去重）：同一人员与同一课目子任务的组合，在满足频率要求后不得重复安排。
[3] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[4] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停
[5] epi:epi_6ab6410bfa90ad13e6ccb11c :: 第 2 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-047,c5,regular,procedural,我偏好的目标函数三项权重是多少？,- 用户在第 18 周和第 2 周分别提出了类似的修订意见：何超少排一次、间隔拉开一点、IFR 那门课先停。,"根据检索到的相关内容，没有直接提到目标函数三项权重的具体数值。因此无法从这些信息中得出您偏好的目标函数三项权重是多少。

不过，可以确认的是：
- 第 3 周选用 Tier 0 松弛，欠账为零。
- 用户在第 18 周和第 2 周分别提出了类似的修订意见：何超少排一次、间隔拉开一点、IFR 那门课先停。

这些信息并未涉及目标函数权重的具体数值。","[1] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项
[2] rule:1.3.0:14 :: 约束14·任务唯一性（R0，线性 + 去重）：同一人员与同一课目子任务的组合，在满足频率要求后不得重复安排。
[3] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[4] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停
[5] epi:epi_6ab6410bfa90ad13e6ccb11c :: 第 2 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-047,c6,regular,procedural,我偏好的目标函数三项权重是多少？,这些信息并未涉及目标函数权重的具体数值。,"根据检索到的相关内容，没有直接提到目标函数三项权重的具体数值。因此无法从这些信息中得出您偏好的目标函数三项权重是多少。

不过，可以确认的是：
- 第 3 周选用 Tier 0 松弛，欠账为零。
- 用户在第 18 周和第 2 周分别提出了类似的修订意见：何超少排一次、间隔拉开一点、IFR 那门课先停。

这些信息并未涉及目标函数权重的具体数值。","[1] epi:epi_4fdc24e124cec3efb874b227 :: 第 3 周选用 Tier 0 松弛，欠账 0 项
[2] rule:1.3.0:14 :: 约束14·任务唯一性（R0，线性 + 去重）：同一人员与同一课目子任务的组合，在满足频率要求后不得重复安排。
[3] rule:1.3.0:12 :: 约束12·每日架次上限（R1，线性）：单人单日架次数、单机单日架次数不得超过上限。
[4] epi:epi_3484421eff2fb0a6e145f49c :: 第 18 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停
[5] epi:epi_6ab6410bfa90ad13e6ccb11c :: 第 2 周用户提出 3 条修订：何超少排一次、间隔拉开一点、IFR 那门课先停",有出处,,
claim,JCAL-048,c2,regular,procedural,我偏好哪个空域？,- 空域 IFR、RNG、RT1 和 RT2 的同时段容量均为 1 架次。,"根据已核实的事实，各个空域的同时段容量如下：
- 空域 IFR、RNG、RT1 和 RT2 的同时段容量均为 1 架次。
- 空域 SAA 和 SAB 的同时段容量为 2 架次。

因此，如果您希望选择一个能够容纳更多架次的空域，则偏好空域 SAA 或 SAB 更合适。","[1] pg:airspaces:IFR :: 空域 IFR（IFR Route）的同时段容量为 1 架次
[2] pg:airspaces:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[3] pg:airspaces:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[4] pg:airspaces:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[5] pg:airspaces:SAA :: 空域 SAA（Small Area A）的同时段容量为 2 架次
[6] pg:airspaces:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[7] ent:airspace:RNG :: 空域 RNG（Range Area）的同时段容量为 1 架次
[8] ent:airspace:SAB :: 空域 SAB（Small Area B）的同时段容量为 2 架次
[9] ent:airspace:RT2 :: 空域 RT2（Route 2）的同时段容量为 1 架次
[10] ent:airspace:RT1 :: 空域 RT1（Route 1）的同时段容量为 1 架次
[11] epi:epi_3bb894ebd0969de1229ea9ee :: 第 14 周用户驳回第 1 版：刘斌的复训与学员架次抢同一个空域",有出处,,
